s} (flopped=false)], isPlo=true]
[Hour=93348, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9h Th Jh Qh Kh} (flopped=false)], isPlo=true]
[Hour=93349, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6d 7d 8d 9d Td} (flopped=true)], isPlo=true]
[Hour=93350, Hand=[PokerHand: handType=QUADS {4h Ad As Ah Ac}], isPlo=false]
[Hour=93351, Hand=[PokerHand: handType=FULL_HOUSE {2c 2d As Ad Ah}], isPlo=false]
[Hour=93352, Hand=[PokerHand: handType=STRAIGHT_FLUSH {4h 5h 6h 7h 8h} (flopped=false)], isPlo=true]
[Hour=93353, Hand=[PokerHand: handType=STRAIGHT_FLUSH {3s 4s 5s 6s 7s} (flopped=false)], isPlo=true]
[Hour=93354, Hand=[PokerHand: handType=QUADS {3h 3d 3c 3s Kh}], isPlo=false]
[Hour=93355, Hand=[PokerHand: handType=FULL_HOUSE {7c 7d Ac Ad Ah}], isPlo=false]
[Hour=93356, Hand=[PokerHand: handType=QUADS {Kc Ks Kd Kh Ah} (flopped=false)], isPlo=true]
[Hour=93357, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2s 3s 4s 5s 6s} (flopped=false)], isPlo=true]
[Hour=93358, Hand=[PokerHand: handType=STRAIGHT_FLUSH {4s 5s 6s 7s 8s} (flopped=false)], isPlo=true]
[Hour=93359, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Tc Jc Qc Kc Ac} (flopped=false)], isPlo=true]
[Hour=93360, Hand=[PokerHand: handType=QUADS {8d 8h 8c 8s Tc} (flopped=false)], isPlo=true]
[Hour=93361, Hand=[PokerHand: handType=QUADS {Td Ts Th Tc Qd} (flopped=false)], isPlo=true]
[Hour=93362, Hand=[PokerHand: handType=QUADS {8s Ts Th Tc Td} (flopped=false)], isPlo=true]
[Hour=93363, Hand=[PokerHand: handType=FULL_HOUSE {8s 8d 8c Qs Qc}], isPlo=false]
[Hour=93364, Hand=[PokerHand: handType=FULL_HOUSE {Jc Jh Ac Ah Ad}], isPlo=false]
[Hour=93365, Hand=[PokerHand: handType=FULL_HOUSE {Kc Kd Ks Ah Ad}], isPlo=false]
[Hour=93366, Hand=[PokerHand: handType=QUADS {9s 9c 9h 9d Ah} (flopped=false)], isPlo=true]
[Hour=93367, Hand=[PokerHand: handType=QUADS {9h 9c 9s 9d Kh} (flopped=false)], isPlo=true]
[Hour=93368, Hand=[PokerHand: handType=FULL_HOUSE {Qc Qd As Ad Ac}], isPlo=false]
[Hour=93369, Hand=[PokerHand: handType=QUADS {Th Jh Jd Jc Js}], isPlo=false]
[Hour=93370, Hand=[PokerHand: handType=QUADS {Qs Qc Qh Qd Ad} (flopped=false)], isPlo=true]
[Hour=93371, Hand=[PokerHand: handType=QUADS {9d Jc Js Jd Jh} (flopped=false)], isPlo=true]
[Hour=93372, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7s 8s 9s Ts Js} (flopped=false)], isPlo=true]
[Hour=93373, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6s 7s 8s 9s Ts} (flopped=true)], isPlo=true]
[Hour=93374, Hand=[PokerHand: handType=FULL_HOUSE {Tc Ts Ac As Ah}], isPlo=false]
[Hour=93375, Hand=[PokerHand: handType=FULL_HOUSE {Ts Td Qd Qc Qs}], isPlo=false]
[Hour=93376, Hand=[PokerHand: handType=QUADS {Tc Qc Qh Qs Qd} (flopped=false)], isPlo=true]
[Hour=93377, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2h 3h 4h 5h Ah}], isPlo=false]
[Hour=93378, Hand=[PokerHand: handType=FULL_HOUSE {Jc Js Jh Qs Qd}], isPlo=false]
[Hour=93379, Hand=[PokerHand: handType=QUADS {8s 8h 8c 8d As} (flopped=false)], isPlo=true]
[Hour=93380, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7s 8s 9s Ts Js} (flopped=false)], isPlo=true]
[Hour=93381, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8h 9h Th Jh Qh} (flopped=false)], isPlo=true]
[Hour=93382, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8h 9h Th Jh Qh} (flopped=false)], isPlo=true]
[Hour=93383, Hand=[PokerHand: handType=QUADS {Js Jh Jd Jc Qd} (flopped=false)], isPlo=true]
[Hour=93384, Hand=[PokerHand: handType=FULL_HOUSE {8h 8c Jc Js Jd}], isPlo=false]
[Hour=93385, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8h 9h Th Jh Qh} (flopped=false)], isPlo=true]
[Hour=93386, Hand=[PokerHand: handType=QUADS {8d Qc Qd Qh Qs}], isPlo=false]
[Hour=93387, Hand=[PokerHand: handType=QUADS {9d 9h 9s 9c Qc} (flopped=false)], isPlo=true]
[Hour=93388, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7d 8d 9d Td Jd} (flopped=false)], isPlo=true]
[Hour=93389, Hand=[PokerHand: handType=FULL_HOUSE {Td Ts Ac Ah Ad}], isPlo=false]
[Hour=93390, Hand=[PokerHand: handType=FULL_HOUSE {5c 5h 5d As Ad}], isPlo=false]
[Hour=93391, Hand=[PokerHand: handType=QUADS {9d 9h 9c 9s Kh} (flopped=true)], isPlo=true]
[Hour=93392, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2h 3h 4h 5h 6h} (flopped=false)], isPlo=true]
[Hour=93393, Hand=[PokerHand: handType=FULL_HOUSE {Jd Jc Jh Kh Ks}], isPlo=false]
[Hour=93394, Hand=[PokerHand: handType=FULL_HOUSE {9d 9s Ad Ah As}], isPlo=false]
[Hour=93395, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6s 7s 8s 9s Ts} (flopped=false)], isPlo=true]
[Hour=93396, Hand=[PokerHand: handType=QUADS {9d 9c 9s 9h Tc} (flopped=false)], isPlo=true]
[Hour=93397, Hand=[PokerHand: handType=QUADS {Js Kd Ks Kh Kc} (flopped=false)], isPlo=true]
[Hour=93398, Hand=[PokerHand: handType=QUADS {6d 6h 6s 6c Th}], isPlo=false]
[Hour=93399, Hand=[PokerHand: handType=FULL_HOUSE {8s 8d Ad Ah Ac}], isPlo=false]
[Hour=93400, Hand=[PokerHand: handType=FULL_HOUSE {Jh Jc Js Qd Qc}], isPlo=false]
[Hour=93401, Hand=[PokerHand: handType=QUADS {Kh Ac Ad Ah As} (flopped=false)], isPlo=true]
[Hour=93402, Hand=[PokerHand: handType=QUADS {3h 3d 3c 3s 8h}], isPlo=false]
[Hour=93403, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7d 8d 9d Td Jd} (flopped=false)], isPlo=true]
[Hour=93404, Hand=[PokerHand: handType=FULL_HOUSE {Tc Td Th Ah Ac}], isPlo=false]
[Hour=93405, Hand=[PokerHand: handType=FULL_HOUSE {Qs Qc Kc Kh Kd}], isPlo=false]
[Hour=93406, Hand=null, isPlo=null]
[Hour=93407, Hand=[PokerHand: handType=QUADS {8s 8h 8c 8d 9h}], isPlo=false]
[Hour=93408, Hand=[PokerHand: handType=FULL_HOUSE {6d 6s Jh Jd Jc}], isPlo=false]
[Hour=93409, Hand=[PokerHand: handType=FULL_HOUSE {3h 3s Kd Kh Kc}], isPlo=false]
[Hour=93410, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9c Tc Jc Qc Kc} (flopped=false)], isPlo=true]
[Hour=93411, Hand=[PokerHand: handType=QUADS {Jd Jh Js Jc Ac} (flopped=false)], isPlo=true]
[Hour=93412, Hand=[PokerHand: handType=FULL_HOUSE {Td Th Jh Js Jc}], isPlo=false]
[Hour=93413, Hand=[PokerHand: handType=QUADS {Kh Kc Ks Kd Ac} (flopped=false)], isPlo=true]
[Hour=93414, Hand=[PokerHand: handType=FULL_HOUSE {5d 5h Ks Kd Kc}], isPlo=false]
[Hour=93415, Hand=[PokerHand: handType=QUADS {Qd Kc Ks Kd Kh} (flopped=false)], isPlo=true]
[Hour=93416, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6h 7h 8h 9h Th} (flopped=false)], isPlo=true]
[Hour=93417, Hand=[PokerHand: handType=FULL_HOUSE {5c 5d 7s 7d 7c}], isPlo=false]
[Hour=93418, Hand=[PokerHand: handType=FULL_HOUSE {9h 9s Kh Kd Ks}], isPlo=false]
[Hour=93419, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7h 8h 9h Th Jh} (flopped=false)], isPlo=true]
[Hour=93420, Hand=[PokerHand: handType=QUADS {Kc Ac As Ah Ad} (flopped=false)], isPlo=true]
[Hour=93421, Hand=[PokerHand: handType=QUADS {Th Td Ts Tc Kh} (flopped=false)], isPlo=true]
[Hour=93422, Hand=[PokerHand: handType=FULL_HOUSE {7d 7s Qd Qc Qs}], isPlo=false]
[Hour=93423, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2s 3s 4s 5s As}], isPlo=false]
[Hour=93424, Hand=[PokerHand: handType=FULL_HOUSE {Td Tc Ts Ac Ah}], isPlo=false]
[Hour=93425, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9c Tc Jc Qc Kc} (flopped=false)], isPlo=true]
[Hour=93426, Hand=[PokerHand: handType=FULL_HOUSE {6c 6s 9c 9d 9s}], isPlo=false]
[Hour=93427, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2h 3h 4h 5h Ah}], isPlo=false]
[Hour=93428, Hand=[PokerHand: handType=FULL_HOUSE {9h 9s 9d Ac As}], isPlo=false]
[Hour=93429, Hand=[PokerHand: handType=FULL_HOUSE {8h 8s Ah Ac As}], isPlo=false]
[Hour=93430, Hand=[PokerHand: handType=QUADS {9s Tc Th Td Ts} (flopped=false)], isPlo=true]
[Hour=93431, Hand=[PokerHand: handType=FULL_HOUSE {4d 4h 4s Ks Kc}], isPlo=false]
[Hour=93432, Hand=[PokerHand: handType=FULL_HOUSE {3d 3h As Ad Ah}], isPlo=false]
[Hour=93433, Hand=[PokerHand: handType=FULL_HOUSE {4c 4s Qh Qs Qc}], isPlo=false]
[Hour=93434, Hand=[PokerHand: handType=FULL_HOUSE {4h 4d 4c 8h 8s}], isPlo=false]
[Hour=93435, Hand=[PokerHand: handType=QUADS {Tc Td Th Ts Kd} (flopped=false)], isPlo=true]
[Hour=93436, Hand=[PokerHand: handType=QUADS {Ks Kc Kd Kh Ad} (flopped=false)], isPlo=true]
[Hour=93437, Hand=[PokerHand: handType=FULL_HOUSE {2h 2s 7s 7h 7d}], isPlo=false]
[Hour=93438, Hand=[PokerHand: handType=QUADS {Qh Ks Kc Kd Kh}], isPlo=false]
[Hour=93439, Hand=[PokerHand: handType=FULL_HOUSE {5s 5c 6h 6c 6s}], isPlo=false]
[Hour=93440, Hand=[PokerHand: handType=QUADS {5d 5c 5h 5s Kd}], isPlo=false]
[Hour=93441, Hand=[PokerHand: handType=FULL_HOUSE {9s 9h Qs Qh Qd}], isPlo=false]
[Hour=93442, Hand=[PokerHand: handType=FULL_HOUSE {Jc Js Jh Qs Qh}], isPlo=false]
[Hour=93443, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8c 9c Tc Jc Qc}], isPlo=false]
[Hour=93444, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9s Ts Js Qs Ks}], isPlo=false]
[Hour=93445, Hand=[PokerHand: handType=FULL_HOUSE {8h 8s Qd Qh Qc}], isPlo=false]
[Hour=93446, Hand=[PokerHand: handType=FULL_HOUSE {Ts Td Th As Ad}], isPlo=false]
[Hour=93447, Hand=[PokerHand: handType=QUADS {2h 2d 2s 2c Ks}], isPlo=false]
[Hour=93448, Hand=[PokerHand: handType=FULL_HOUSE {4d 4s Kh Kc Kd}], isPlo=false]
[Hour=93449, Hand=[PokerHand: handType=QUADS {5h Ah As Ac Ad} (flopped=false)], isPlo=true]
[Hour=93450, Hand=[PokerHand: handType=FULL_HOUSE {5h 5c Kc Kd Ks}], isPlo=false]
[Hour=93451, Hand=[PokerHand: handType=QUADS {Td Qc Qs Qd Qh} (flopped=false)], isPlo=true]
[Hour=93452, Hand=[PokerHand: handType=QUADS {Qh Qs Qd Qc Kd} (flopped=true)], isPlo=true]
[Hour=93453, Hand=[PokerHand: handType=QUADS {9d Js Jh Jc Jd} (flopped=false)], isPlo=true]
[Hour=93454, Hand=[PokerHand: handType=QUADS {Td Ac As Ah Ad} (flopped=false)], isPlo=true]
[Hour=93455, Hand=[PokerHand: handType=QUADS {6s 6c 6h 6d Ad}], isPlo=false]
[Hour=93456, Hand=[PokerHand: handType=QUADS {8c 8d 8h 8s Qc}], isPlo=false]
[Hour=93457, Hand=[PokerHand: handType=QUADS {Js Kh Kc Kd Ks} (flopped=false)], isPlo=true]
[Hour=93458, Hand=[PokerHand: handType=QUADS {7s 7h 7c 7d Ad}], isPlo=false]
[Hour=93459, Hand=[PokerHand: handType=QUADS {Qh Qc Qs Qd Ks} (flopped=false)], isPlo=true]
[Hour=93460, Hand=[PokerHand: handType=FULL_HOUSE {8h 8s Qc Qd Qs}], isPlo=false]
[Hour=93461, Hand=[PokerHand: handType=QUADS {9d 9h 9c 9s Jh} (flopped=false)], isPlo=true]
[Hour=93462, Hand=[PokerHand: handType=QUADS {Tc Td Th Ts Jh} (flopped=false)], isPlo=true]
[Hour=93463, Hand=[PokerHand: handType=FULL_HOUSE {7s 7h Jh Jc Js}], isPlo=false]
[Hour=93464, Hand=[PokerHand: handType=QUADS {9d Kd Kc Kh Ks} (flopped=false)], isPlo=true]
[Hour=93465, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7s 8s 9s Ts Js}], isPlo=false]
[Hour=93466, Hand=null, isPlo=null]
[Hour=93467, Hand=[PokerHand: handType=QUADS {Kd Kh Ks Kc As} (flopped=true)], isPlo=true]
[Hour=93468, Hand=[PokerHand: handType=FULL_HOUSE {5s 5c 5d 6c 6d}], isPlo=false]
[Hour=93469, Hand=[PokerHand: handType=FULL_HOUSE {Jh Jd Jc Qd Qh}], isPlo=false]
[Hour=93470, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Tc Jc Qc Kc Ac} (flopped=true)], isPlo=true]
[Hour=93471, Hand=[PokerHand: handType=QUADS {Jd Qh Qs Qd Qc} (flopped=false)], isPlo=true]
[Hour=93472, Hand=[PokerHand: handType=FULL_HOUSE {4c 4d Kc Ks Kh}], isPlo=false]
[Hour=93473, Hand=[PokerHand: handType=QUADS {7c 8d 8h 8c 8s} (flopped=false)], isPlo=true]
[Hour=93474, Hand=[PokerHand: handType=QUADS {Jh Jc Jd Js Kh} (flopped=false)], isPlo=true]
[Hour=93475, Hand=[PokerHand: handType=FULL_HOUSE {6c 6s 6d Td Ts}], isPlo=false]
[Hour=93476, Hand=[PokerHand: handType=FULL_HOUSE {7s 7h 9d 9h 9s}], isPlo=false]
[Hour=93477, Hand=[PokerHand: handType=FULL_HOUSE {Js Jc As Ah Ad}], isPlo=false]
[Hour=93478, Hand=[PokerHand: handType=QUADS {Jd Jh Jc Js Ac}], isPlo=false]
[Hour=93479, Hand=[PokerHand: handType=QUADS {Qc As Ac Ah Ad} (flopped=false)], isPlo=true]
[Hour=93480, Hand=[PokerHand: handType=QUADS {Js Ac Ah Ad As} (flopped=false)], isPlo=true]
[Hour=93481, Hand=[PokerHand: handType=FULL_HOUSE {9h 9d Jd Jc Jh}], isPlo=false]
[Hour=93482, Hand=[PokerHand: handType=QUADS {Jd Jc Jh Js Ks} (flopped=false)], isPlo=true]
[Hour=93483, Hand=null, isPlo=null]
[Hour=93484, Hand=null, isPlo=null]
[Hour=93485, Hand=[PokerHand: handType=FULL_HOUSE {4s 4d 9s 9c 9h}], isPlo=false]
[Hour=93486, Hand=[PokerHand: handType=QUADS {Td Th Tc Ts Ac}], isPlo=false]
[Hour=93487, Hand=[PokerHand: handType=QUADS {8h 8s 8d 8c Qc} (flopped=false)], isPlo=true]
[Hour=93488, Hand=[PokerHand: handType=FULL_HOUSE {8d 8c Ac As Ad}], isPlo=false]
[Hour=93489, Hand=[PokerHand: handType=FULL_HOUSE {Qh Qc Ks Kd Kc}], isPlo=false]
[Hour=93490, Hand=[PokerHand: handType=QUADS {9c Qc Qd Qs Qh} (flopped=false)], isPlo=true]
[Hour=93491, Hand=[PokerHand: handType=QUADS {9h Qd Qs Qc Qh} (flopped=false)], isPlo=true]
[Hour=93492, Hand=[PokerHand: handType=QUADS {7c 7h 7s 7d Kd} (flopped=false)], isPlo=true]
[Hour=93493, Hand=[PokerHand: handType=FULL_HOUSE {2c 2d 2s Jh Jc}], isPlo=false]
[Hour=93494, Hand=[PokerHand: handType=FULL_HOUSE {6s 6h Kc Kd Ks}], isPlo=false]
[Hour=93495, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Th Jh Qh Kh Ah} (flopped=false)], isPlo=true]
[Hour=93496, Hand=[PokerHand: handType=QUADS {7h 7d 7c 7s Ah} (flopped=false)], isPlo=true]
[Hour=93497, Hand=[PokerHand: handType=FULL_HOUSE {Js Jh Ad As Ac}], isPlo=false]
[Hour=93498, Hand=[PokerHand: handType=FULL_HOUSE {5h 5c Qd Qh Qc}], isPlo=false]
[Hour=93499, Hand=[PokerHand: handType=QUADS {Qs Ah As Ad Ac} (flopped=false)], isPlo=true]
[Hour=93500, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7h 8h 9h Th Jh}], isPlo=false]
[Hour=93501, Hand=[PokerHand: handType=QUADS {Td Kd Kc Kh Ks} (flopped=false)], isPlo=true]
[Hour=93502, Hand=[PokerHand: handType=QUADS {Qs Ad Ac Ah As} (flopped=false)], isPlo=true]
[Hour=93503, Hand=[PokerHand: handType=QUADS {Qh Qs Qc Qd Kd} (flopped=false)], isPlo=true]
[Hour=93504, Hand=[PokerHand: handType=QUADS {5c 5d 5h 5s Ts}], isPlo=false]
[Hour=93505, Hand=[PokerHand: handType=QUADS {Td Jc Js Jh Jd} (flopped=false)], isPlo=true]
[Hour=93506, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7s 8s 9s Ts Js}], isPlo=false]
[Hour=93507, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8d 9d Td Jd Qd}], isPlo=false]
[Hour=93508, Hand=[PokerHand: handType=FULL_HOUSE {8h 8s 8d Qh Qs}], isPlo=false]
[Hour=93509, Hand=[PokerHand: handType=QUADS {Th Ad Ah Ac As}], isPlo=false]
[Hour=93510, Hand=[PokerHand: handType=QUADS {Qc Ad Ah As Ac} (flopped=false)], isPlo=true]
[Hour=93511, Hand=[PokerHand: handType=FULL_HOUSE {3c 3s Ts Th Td}], isPlo=false]
[Hour=93512, Hand=[PokerHand: handType=FULL_HOUSE {Kd Kh Ah As Ac}], isPlo=false]
[Hour=93513, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Td Jd Qd Kd Ad} (flopped=false)], isPlo=true]
[Hour=93514, Hand=[PokerHand: handType=QUADS {9d 9c 9h 9s Kd} (flopped=false)], isPlo=true]
[Hour=93515, Hand=[PokerHand: handType=QUADS {6h 9c 9s 9d 9h} (flopped=false)], isPlo=true]
[Hour=93516, Hand=[PokerHand: handType=FULL_HOUSE {4c 4s 7c 7d 7s}], isPlo=false]
[Hour=93517, Hand=[PokerHand: handType=QUADS {Jd Jc Js Jh Ah} (flopped=false)], isPlo=true]
[Hour=93518, Hand=[PokerHand: handType=QUADS {4c 4h 4s 4d Kc}], isPlo=false]
[Hour=93519, Hand=[PokerHand: handType=FULL_HOUSE {Qh Qc Qs Ks Kc}], isPlo=false]
[Hour=93520, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Th Jh Qh Kh Ah} (flopped=false)], isPlo=true]
[Hour=93521, Hand=[PokerHand: handType=QUADS {Jh Qc Qs Qd Qh} (flopped=false)], isPlo=true]
[Hour=93522, Hand=[PokerHand: handType=QUADS {Qc Qs Qh Qd Ac}], isPlo=false]
[Hour=93523, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9d Td Jd Qd Kd} (flopped=false)], isPlo=true]
[Hour=93524, Hand=[PokerHand: handType=FULL_HOUSE {6d 6s 7c 7h 7s}], isPlo=false]
[Hour=93525, Hand=[PokerHand: handType=QUADS {Ks Kh Kd Kc As} (flopped=false)], isPlo=true]
[Hour=93526, Hand=[PokerHand: handType=FULL_HOUSE {7c 7s 7h Kc Kh}], isPlo=false]
[Hour=93527, Hand=[PokerHand: handType=STRAIGHT_FLUSH {3h 4h 5h 6h 7h} (flopped=false)], isPlo=true]
[Hour=93528, Hand=[PokerHand: handType=QUADS {Js Kd Kc Kh Ks} (flopped=false)], isPlo=true]
[Hour=93529, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9s Ts Js Qs Ks} (flopped=false)], isPlo=true]
[Hour=93530, Hand=[PokerHand: handType=FULL_HOUSE {Ts Tc Th Qs Qd}], isPlo=false]
[Hour=93531, Hand=[PokerHand: handType=FULL_HOUSE {Qd Qc Qh Kd Kc}], isPlo=false]
[Hour=93532, Hand=[PokerHand: handType=FULL_HOUSE {9c 9h Ac Ad As}], isPlo=false]
[Hour=93533, Hand=[PokerHand: handType=FULL_HOUSE {9c 9h 9s Ah Ad}], isPlo=false]
[Hour=93534, Hand=[PokerHand: handType=FULL_HOUSE {5h 5c Kh Ks Kc}], isPlo=false]
[Hour=93535, Hand=[PokerHand: handType=FULL_HOUSE {5s 5h 5d 8h 8d}], isPlo=false]
[Hour=93536, Hand=[PokerHand: handType=FULL_HOUSE {3c 3d Jd Jh Jc}], isPlo=false]
[Hour=93537, Hand=[PokerHand: handType=FULL_HOUSE {Jc Js Ah As Ad}], isPlo=false]
[Hour=93538, Hand=[PokerHand: handType=FULL_HOUSE {2d 2c 6c 6h 6s}], isPlo=false]
[Hour=93539, Hand=[PokerHand: handType=FULL_HOUSE {3s 3h 7d 7s 7c}], isPlo=false]
[Hour=93540, Hand=[PokerHand: handType=FULL_HOUSE {4s 4d 4h Ts Tc}], isPlo=false]
[Hour=93541, Hand=[PokerHand: handType=FULL_HOUSE {2d 2h 6h 6c 6s}], isPlo=false]
[Hour=93542, Hand=[PokerHand: handType=QUADS {2d 2c 2h 2s 9h}], isPlo=false]
[Hour=93543, Hand=[PokerHand: handType=QUADS {Qc Qh Qd Qs Ks} (flopped=false)], isPlo=true]
[Hour=93544, Hand=[PokerHand: handType=FULL_HOUSE {Tc Ts Td Js Jc}], isPlo=false]
[Hour=93545, Hand=[PokerHand: handType=QUADS {7s 7c 7d 7h Ac} (flopped=true)], isPlo=true]
[Hour=93546, Hand=[PokerHand: handType=FULL_HOUSE {7h 7d Jh Js Jc}], isPlo=false]
[Hour=93547, Hand=[PokerHand: handType=QUADS {5h Tc Th Ts Td} (flopped=false)], isPlo=true]
[Hour=93548, Hand=[PokerHand: handType=QUADS {Jh Jc Jd Js Ad} (flopped=false)], isPlo=true]
[Hour=93549, Hand=[PokerHand: handType=QUADS {6c Ts Td Th Tc} (flopped=false)], isPlo=true]
[Hour=93550, Hand=[PokerHand: handType=QUADS {6d Ah Ac As Ad} (flopped=true)], isPlo=true]
[Hour=93551, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6h 7h 8h 9h Th} (flopped=false)], isPlo=true]
[Hour=93552, Hand=[PokerHand: handType=FULL_HOUSE {7c 7h Jc Jd Jh}], isPlo=false]
[Hour=93553, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Th Jh Qh Kh Ah} (flopped=false)], isPlo=true]
[Hour=93554, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2h 3h 4h 5h 6h} (flopped=false)], isPlo=true]
[Hour=93555, Hand=[PokerHand: handType=QUADS {7c 7s 7d 7h Kd} (flopped=false)], isPlo=true]
[Hour=93556, Hand=[PokerHand: handType=QUADS {Js Jd Jh Jc Ac} (flopped=false)], isPlo=true]
[Hour=93557, Hand=[PokerHand: handType=QUADS {4d Js Jd Jc Jh} (flopped=false)], isPlo=true]
[Hour=93558, Hand=[PokerHand: handType=QUADS {Qd Qs Qh Qc As}], isPlo=false]
[Hour=93559, Hand=[PokerHand: handType=QUADS {3h 3c 3d 3s Js}], isPlo=false]
[Hour=93560, Hand=[PokerHand: handType=STRAIGHT_FLUSH {4c 5c 6c 7c 8c} (flopped=false)], isPlo=true]
[Hour=93561, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2h 3h 4h 5h 6h} (flopped=true)], isPlo=true]
[Hour=93562, Hand=[PokerHand: handType=QUADS {6d 9c 9h 9d 9s} (flopped=false)], isPlo=true]
[Hour=93563, Hand=[PokerHand: handType=QUADS {8s Qs Qh Qc Qd} (flopped=false)], isPlo=true]
[Hour=93564, Hand=[PokerHand: handType=FULL_HOUSE {6d 6h Kd Ks Kc}], isPlo=false]
[Hour=93565, Hand=[PokerHand: handType=FULL_HOUSE {6s 6c Kd Ks Kc}], isPlo=false]
[Hour=93566, Hand=[PokerHand: handType=FULL_HOUSE {3s 3c Ad Ac As}], isPlo=false]
[Hour=93567, Hand=[PokerHand: handType=QUADS {Qs Kc Ks Kh Kd}], isPlo=false]
[Hour=93568, Hand=[PokerHand: handType=FULL_HOUSE {6s 6c 6h Js Jc}], isPlo=false]
[Hour=93569, Hand=[PokerHand: handType=QUADS {9h 9c 9d 9s Kh}], isPlo=false]
[Hour=93570, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9s Ts Js Qs Ks} (flopped=false)], isPlo=true]
[Hour=93571, Hand=null, isPlo=null]
[Hour=93572, Hand=[PokerHand: handType=QUADS {Kc Ac Ad As Ah} (flopped=false)], isPlo=true]
[Hour=93573, Hand=[PokerHand: handType=FULL_HOUSE {4h 4s Ad Ac Ah}], isPlo=false]
[Hour=93574, Hand=[PokerHand: handType=QUADS {Qs Qh Qc Qd Ah} (flopped=false)], isPlo=true]
[Hour=93575, Hand=[PokerHand: handType=FULL_HOUSE {3h 3s Jc Jh Jd}], isPlo=false]
[Hour=93576, Hand=[PokerHand: handType=QUADS {9h 9s 9d 9c Ad}], isPlo=false]
[Hour=93577, Hand=null, isPlo=null]
[Hour=93578, Hand=[PokerHand: handType=QUADS {5c 5d 5s 5h Ad}], isPlo=false]
[Hour=93579, Hand=[PokerHand: handType=QUADS {9c Ks Kc Kd Kh} (flopped=false)], isPlo=true]
[Hour=93580, Hand=[PokerHand: handType=QUADS {9c 9s 9h 9d Qd} (flopped=true)], isPlo=true]
[Hour=93581, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8d 9d Td Jd Qd} (flopped=false)], isPlo=true]
[Hour=93582, Hand=[PokerHand: handType=FULL_HOUSE {Jc Jh Kh Kc Ks}], isPlo=false]
[Hour=93583, Hand=[PokerHand: handType=FULL_HOUSE {Qc Qs Ks Kh Kc}], isPlo=false]
[Hour=93584, Hand=[PokerHand: handType=QUADS {Jh As Ac Ah Ad} (flopped=false)], isPlo=true]
[Hour=93585, Hand=[PokerHand: handType=QUADS {9h 9c 9d 9s Kh}], isPlo=false]
[Hour=93586, Hand=[PokerHand: handType=FULL_HOUSE {7d 7h 7c Qd Qs}], isPlo=false]
[Hour=93587, Hand=[PokerHand: handType=FULL_HOUSE {Js Jc Kh Kd Ks}], isPlo=false]
[Hour=93588, Hand=[PokerHand: handType=QUADS {Qs Qc Qd Qh Ac} (flopped=true)], isPlo=true]
[Hour=93589, Hand=[PokerHand: handType=FULL_HOUSE {2h 2c 2s As Ah}], isPlo=false]
[Hour=93590, Hand=[PokerHand: handType=QUADS {Ks Ad Ac Ah As} (flopped=false)], isPlo=true]
[Hour=93591, Hand=[PokerHand: handType=QUADS {9s Kc Ks Kd Kh} (flopped=false)], isPlo=true]
[Hour=93592, Hand=[PokerHand: handType=QUADS {9h 9s 9c 9d Ks} (flopped=false)], isPlo=true]
[Hour=93593, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6d 7d 8d 9d Td} (flopped=false)], isPlo=true]
